strategy,initial_tasks,mean_throughput,std_throughput,mean_steps,mean_collisions,mean_composite
centralised,30,0.06323333333333334,0.023601469838361196,55.05859105910899,2.4776960723951076,-0.0733634850018955
centralised,36,0.2279265497655776,0.09661489509509998,37.17204617119532,8.435465581366087,0.46803419989420403
centralised,42,0.10373333333333333,0.03899494389940206,64.96737903210736,10.262166404159162,-0.03145088672095368
centralised,48,0.06985,0.02849403593795749,70.0520073978459,9.730517202833687,-0.15194150010143376
centralised,50,0.07497777777777778,0.037539186350534756,57.126208018404114,9.018236652126356,-0.06546427227061763
centralised,54,0.0579,0.02472197951593765,62.135036563423476,5.219506076058006,-0.13245370381916796
centralised,60,0.06643333333333333,0.028385323860126342,65.35829908673868,8.10462354806932,-0.13236774868750226
centralised,66,0.06453333333333333,0.02529122255596495,72.18082167555743,8.125528306791704,-0.17506318080762256
centralised,70,0.08231111111111111,0.03935994782940627,62.264504385420736,10.214371545566928,-0.07577460899595957
centralised,72,0.06593333333333333,0.021312022401700284,77.48933517068059,10.118386847490445,-0.20432661799668525
centralised,80,0.09466666666666666,0.03824517632727361,75.28524052423577,9.72382133295189,-0.11199184015902065
centralised,84,0.07068333333333333,0.028324050217585252,63.538061790496286,7.795349297615,-0.11001138499881553
centralised,90,0.08084,0.03430480820193886,70.70806262383519,9.749764848567684,-0.12518714344629467
centralised,96,0.08766666666666666,0.02905444750017164,89.74175642814156,10.137513666803374,-0.21143257791113823
centralised,98,0.10124444444444444,0.035463642122732376,72.35843795931642,8.39158089787729,-0.07506161483050519
centralised,110,0.060111111111111115,0.02925956847026571,73.1906697667908,11.948801797025476,-0.20056817245460776
centralised,112,0.09353333333333333,0.03510249721507664,72.09112891214401,10.17952828046798,-0.09853915517113188
centralised,120,0.06899999999999999,0.026845339798698076,70.46764361732954,8.275540017051314,-0.1536244660978416
centralised,126,0.0838,0.0327428855131025,66.98775223676321,7.224470128052502,-0.09149547946362263
centralised,140,0.06673333333333333,0.030100321900788263,83.76987079890101,9.43388804729396,-0.23515674412873275
centralised,150,0.08286666666666666,0.030570137934483273,79.50145222671685,11.208154422630543,-0.170738728395543
centralised,154,0.06273333333333334,0.018772564965989575,79.44845775622687,6.696016973847758,-0.2169854518501378
centralised,160,0.0914,0.025342617778399874,75.22183685053889,8.638136787396563,-0.11847912762924515
centralised,168,0.07423333333333333,0.024414754268448018,82.96642046510351,7.53032662386734,-0.20615927718512722
centralised,196,0.04466666666666667,0.013829836145670415,72.05350349220676,3.5977503846431786,-0.2201334259609624
centralised,210,0.09836666666666667,0.03355641173250772,83.54995200188955,13.735257995583623,-0.1551873479133949
centralised,224,0.08846666666666667,0.03687149772700817,73.76617492956528,8.76875269535481,-0.1188753198933414
decentralised,30,0.06046666666666667,0.0251872071158922,50.77138882996209,8.594544557373654,-0.0698972929347704
decentralised,36,0.057133333333333335,0.017032895826308722,64.10270781828578,11.008978419630301,-0.15708177438384022
decentralised,42,0.04753333333333333,0.027453175338350063,59.123100214448144,19.848290658545004,-0.174227720017349
decentralised,48,0.049716666666666666,0.027668257859814718,60.32338023509826,9.974264150325897,-0.15477819377360108
decentralised,50,0.07366666666666667,0.029210689273211132,60.5011094371683,7.160427021859355,-0.08382858480966994
decentralised,54,0.07137777777777778,0.03261852295782356,69.40808670690608,14.529370997149421,-0.15390323008087925
decentralised,60,0.06437288135593221,0.0343507468020007,66.90007060728057,12.73409713315325,-0.15589011084804297
decentralised,66,0.05695555555555556,0.02572693352555219,65.5324270103914,11.048888777909974,-0.1654915039292771
decentralised,70,0.07253333333333334,0.04397460364535155,67.99679478570683,11.469352989262697,-0.13677599714793975
decentralised,72,0.06958620689655173,0.03012061140692688,66.09323377188042,7.344049631628502,-0.12613818698167104
decentralised,80,0.09208547008547009,0.038619624422175224,73.46457692871053,9.868167477191557,-0.1094412604467632
decentralised,84,0.09866666666666667,0.03182856376376992,73.61602322278148,10.561581551845551,-0.09347700895701684
decentralised,90,0.06793333333333333,0.023977296229209764,75.96565097218176,9.278263373571026,-0.1887427962780394
decentralised,98,0.07477333333333333,0.03676645553017387,66.47657087195107,9.235442178391283,-0.11772551778820026
decentralised,110,0.06313559322033899,0.024898397042502702,75.22372326278727,13.024468561299129,-0.2055273767406264
decentralised,112,0.08588764044943821,0.035402053806063795,76.65240116181451,13.156022439767861,-0.15071119677567923
decentralised,120,0.08006896551724138,0.03154048474355521,65.4810633417451,9.80582126994884,-0.09877972498589632
decentralised,140,0.07615037593984962,0.029096104144244975,74.84322382094172,11.517057047661314,-0.16440096402535342
decentralised,150,0.05048888888888888,0.02441460441751863,79.92722973872894,12.136098678833635,-0.26448282770387427
decentralised,154,0.07153658536585365,0.03634172350355267,77.69292845024951,8.34947400889095,-0.18636701422327054
decentralised,160,0.07210169491525423,0.02665597876601578,81.46677676897217,8.55122920226516,-0.2059000668774027
decentralised,168,0.05424444444444444,0.01804072241952154,73.32051875102454,7.588471692216244,-0.2086742454501497
decentralised,196,0.07473333333333333,0.029625167927163618,81.69994788147626,10.679249137252668,-0.2042097813919254
decentralised,210,0.04075862068965517,0.019859605758591976,70.10287216314154,13.470921656820865,-0.24023718948260026
swarm,30,0.029333333333333333,0.016503569798439185,72.20041707710129,27.467476966731898,-0.31166723397381774
swarm,36,0.016533333333333334,0.012735325113522877,60.29292857142857,42.74310461760462,-0.31271658240884614
swarm,42,0.04826666666666667,0.021421820231307884,55.63881156131062,11.667183999536762,-0.1365358411056625
swarm,48,0.0288,0.012349953372972981,70.98520221051514,28.558956456556317,-0.30869043377287064
swarm,50,0.04604444444444444,0.023254290946848905,58.49426711898207,20.79525489658943,-0.17681501802066762
swarm,54,0.033355555555555555,0.02199454023728816,71.66988450170189,27.695598730752312,-0.29809858924658655
swarm,60,0.03861666666666667,0.02033797761168336,56.972244274851874,29.518179560276074,-0.20667220589072183
swarm,66,0.031466666666666664,0.018600820305541683,69.16747534486178,36.30103333892233,-0.307027502997631
swarm,70,0.04958888888888889,0.023980156808208003,55.44405439490857,18.52854359879005,-0.14570408520222217
swarm,72,0.031133333333333332,0.01754555008210389,81.28091062355746,15.030355527751627,-0.3312854364081208
swarm,80,0.040900000000000006,0.02594498743266907,69.18340825843974,24.616749024843646,-0.2573727497666687
swarm,84,0.0504,0.026805994563489245,60.09484305952874,18.27010292605845,-0.16843229007514265
swarm,90,0.06246666666666666,0.027266557695083665,66.15026949297432,14.38653978048218,-0.16039665735963948
swarm,96,0.03955555555555556,0.019262300089658818,78.50073761653665,23.23672744480005,-0.3093713758099238
swarm,98,0.057,0.02184427645387009,72.2286648955638,7.635161904095912,-0.19516384683591234
swarm,100,0.054599999999999996,0.022685836793277778,58.79145114959835,11.252323358562384,-0.13546480356467455
swarm,110,0.04664444444444445,0.019634475018152433,62.346690735179244,7.4082930872102795,-0.16916949118784608
swarm,112,0.046373333333333336,0.021155083057031194,71.12299705502998,16.000318085943604,-0.23542460728164105
swarm,126,0.055799999999999995,0.027298351598585586,64.35063325578334,15.589717134592613,-0.171402317424793
swarm,140,0.04618333333333333,0.020921615750277057,68.68852717404476,15.789540029670452,-0.22217813774627787
swarm,154,0.08073333333333334,0.03073572933039436,58.673167002506446,13.923938999965193,-0.06796145443211324
swarm,160,0.028,0.01700304232412135,88.00068904273742,25.629590175057917,-0.39824582935662683
swarm,168,0.056,0.023812829471896592,71.85244805087596,26.588219905431778,-0.23424064949835469
swarm,224,0.1016,0.03820236497463439,73.00914877814645,13.069259376954886,-0.08711625962225085
