total_deliveries,ticks,pendingtasks,collisions,total_task_steps,strategy,num_agents,shelf_edge_gap,aisle_interval,shelf_rows,width,height,iteration
17.0,500.0,87.0,91.0,1407.0,swarm,15,1,10,3,40,30,21
27.0,500.0,85.0,203.0,2486.0,swarm,15,1,10,3,40,30,22
16.0,500.0,83.0,587.0,1299.0,swarm,15,1,10,3,40,30,23
23.0,500.0,81.0,424.0,2573.0,swarm,15,1,10,3,40,30,24
16.0,500.0,86.0,565.0,1188.0,swarm,15,1,10,3,40,30,25
22.0,500.0,81.0,157.0,2690.0,swarm,15,1,10,3,40,30,26
25.0,500.0,91.0,353.0,1895.0,swarm,15,1,10,3,40,30,27
20.0,500.0,89.0,639.0,1798.0,swarm,15,1,10,3,40,30,28
30.0,500.0,80.0,270.0,3032.0,swarm,15,1,10,3,40,30,29
24.0,500.0,145.0,220.0,2940.0,swarm,10,1,10,5,40,40,0
9.0,500.0,148.0,98.0,713.0,swarm,10,1,10,5,40,40,1
8.0,500.0,146.0,423.0,480.0,swarm,10,1,10,5,40,40,2
9.0,500.0,147.0,81.0,583.0,swarm,10,1,10,5,40,40,3
31.0,500.0,142.0,159.0,3311.0,swarm,10,1,10,5,40,40,4
9.0,500.0,149.0,195.0,784.0,swarm,10,1,10,5,40,40,5
5.0,500.0,147.0,330.0,280.0,swarm,10,1,10,5,40,40,6
5.0,500.0,147.0,183.0,272.0,swarm,10,1,10,5,40,40,7
12.0,500.0,145.0,328.0,1720.0,swarm,10,1,10,5,40,40,8
15.0,500.0,145.0,124.0,1498.0,swarm,10,1,10,5,40,40,9
7.0,500.0,145.0,712.0,391.0,swarm,10,1,10,5,40,40,10
18.0,500.0,145.0,61.0,2115.0,swarm,10,1,10,5,40,40,11
22.0,500.0,140.0,238.0,2175.0,swarm,10,1,10,5,40,40,12
39.0,500.0,143.0,162.0,3316.0,swarm,10,1,10,5,40,40,13
12.0,500.0,149.0,16.0,735.0,swarm,10,1,10,5,40,40,14
6.0,500.0,143.0,927.0,333.0,swarm,10,1,10,5,40,40,15
21.0,500.0,143.0,271.0,2175.0,swarm,10,1,10,5,40,40,16
14.0,500.0,142.0,28.0,1654.0,swarm,10,1,10,5,40,40,17
12.0,500.0,147.0,174.0,1548.0,swarm,10,1,10,5,40,40,18
15.0,500.0,145.0,69.0,1323.0,swarm,10,1,10,5,40,40,19
8.0,500.0,149.0,24.0,497.0,swarm,10,1,10,5,40,40,20
25.0,500.0,143.0,56.0,3318.0,swarm,10,1,10,5,40,40,21
15.0,500.0,147.0,148.0,1205.0,swarm,10,1,10,5,40,40,22
6.0,500.0,145.0,537.0,420.0,swarm,10,1,10,5,40,40,23
9.0,500.0,147.0,17.0,663.0,swarm,10,1,10,5,40,40,24
11.0,500.0,147.0,17.0,786.0,swarm,10,1,10,5,40,40,25
7.0,500.0,148.0,197.0,631.0,swarm,10,1,10,5,40,40,26
28.0,500.0,146.0,174.0,3024.0,swarm,10,1,10,5,40,40,27
10.0,500.0,147.0,94.0,669.0,swarm,10,1,10,5,40,40,28
8.0,500.0,147.0,482.0,782.0,swarm,10,1,10,5,40,40,29
13.0,500.0,56.0,832.0,563.0,swarm,15,2,10,3,30,20,0
19.0,500.0,56.0,756.0,711.0,swarm,15,2,10,3,30,20,1
12.0,500.0,56.0,855.0,675.0,swarm,15,2,10,3,30,20,2
24.0,500.0,60.0,249.0,1503.0,swarm,15,2,10,3,30,20,3
18.0,500.0,48.0,180.0,1082.0,swarm,15,2,10,3,30,20,4
9.0,500.0,56.0,714.0,309.0,swarm,15,2,10,3,30,20,5
26.0,500.0,50.0,292.0,2310.0,swarm,15,2,10,3,30,20,6
17.0,500.0,57.0,340.0,1364.0,swarm,15,2,10,3,30,20,7
39.0,500.0,55.0,472.0,2645.0,swarm,15,2,10,3,30,20,8
18.0,500.0,55.0,597.0,1029.0,swarm,15,2,10,3,30,20,9
25.0,500.0,51.0,478.0,1949.0,swarm,15,2,10,3,30,20,10
23.0,500.0,52.0,291.0,1250.0,swarm,15,2,10,3,30,20,11
15.0,500.0,57.0,295.0,588.0,swarm,15,2,10,3,30,20,12
9.0,500.0,53.0,977.0,620.0,swarm,15,2,10,3,30,20,13
9.0,500.0,54.0,679.0,344.0,swarm,15,2,10,3,30,20,14
27.0,500.0,50.0,466.0,1502.0,swarm,15,2,10,3,30,20,15
15.0,500.0,57.0,547.0,1005.0,swarm,15,2,10,3,30,20,16
11.0,500.0,57.0,673.0,504.0,swarm,15,2,10,3,30,20,17
21.0,500.0,57.0,430.0,886.0,swarm,15,2,10,3,30,20,18
11.0,500.0,55.0,609.0,455.0,swarm,15,2,10,3,30,20,19
21.0,500.0,53.0,224.0,1073.0,swarm,15,2,10,3,30,20,20
15.0,500.0,58.0,427.0,763.0,swarm,15,2,10,3,30,20,21
12.0,500.0,54.0,704.0,877.0,swarm,15,2,10,3,30,20,22
10.0,500.0,56.0,844.0,460.0,swarm,15,2,10,3,30,20,23
22.0,500.0,57.0,569.0,861.0,swarm,15,2,10,3,30,20,24
14.0,500.0,55.0,214.0,676.0,swarm,15,2,10,3,30,20,25
17.0,500.0,55.0,569.0,827.0,swarm,15,2,10,3,30,20,26
30.0,500.0,58.0,511.0,1904.0,swarm,15,2,10,3,30,20,27
8.0,500.0,54.0,531.0,349.0,swarm,15,2,10,3,30,20,28
16.0,500.0,52.0,311.0,623.0,swarm,15,2,10,3,30,20,29
44.0,500.0,134.0,454.0,3177.0,swarm,20,2,10,7,30,20,0
24.0,500.0,132.0,106.0,923.0,swarm,20,2,10,7,30,20,1
58.0,500.0,133.0,347.0,4546.0,swarm,20,2,10,7,30,20,2
25.0,500.0,129.0,1665.0,1288.0,swarm,20,2,10,7,30,20,3
51.0,500.0,133.0,352.0,2593.0,swarm,20,2,10,7,30,20,4
64.0,500.0,132.0,287.0,2866.0,swarm,20,2,10,7,30,20,5
24.0,500.0,133.0,176.0,1520.0,swarm,20,2,10,7,30,20,6
41.0,500.0,129.0,684.0,2334.0,swarm,20,2,10,7,30,20,7
39.0,500.0,135.0,956.0,2354.0,swarm,20,2,10,7,30,20,8
30.0,500.0,133.0,836.0,1485.0,swarm,20,2,10,7,30,20,9
83.0,500.0,125.0,356.0,5755.0,swarm,20,2,10,7,30,20,10
24.0,500.0,133.0,372.0,1344.0,swarm,20,2,10,7,30,20,11
41.0,500.0,130.0,371.0,2136.0,swarm,20,2,10,7,30,20,12
32.0,500.0,133.0,319.0,2107.0,swarm,20,2,10,7,30,20,13
29.0,500.0,134.0,289.0,1995.0,swarm,20,2,10,7,30,20,14
51.0,500.0,125.0,329.0,4000.0,swarm,20,2,10,7,30,20,15
44.0,500.0,135.0,337.0,3122.0,swarm,20,2,10,7,30,20,16
31.0,500.0,133.0,674.0,2049.0,swarm,20,2,10,7,30,20,17
35.0,500.0,128.0,470.0,2281.0,swarm,20,2,10,7,30,20,18
18.0,500.0,132.0,676.0,663.0,swarm,20,2,10,7,30,20,19
24.0,500.0,1118.0,946.0,941.0,swarm,20,2,10,7,30,20,20
59.0,500.0,131.0,402.0,3729.0,swarm,20,2,10,7,30,20,21
40.0,500.0,124.0,563.0,2210.0,swarm,20,2,10,7,30,20,22
27.0,500.0,177.0,268.0,1575.0,swarm,20,2,10,7,30,20,23
52.0,500.0,134.0,335.0,3523.0,swarm,20,2,10,7,30,20,24
37.0,500.0,131.0,347.0,2210.0,swarm,20,2,10,7,30,20,25
41.0,500.0,134.0,154.0,1873.0,swarm,20,2,10,7,30,20,26
65.0,500.0,134.0,447.0,5552.0,swarm,20,2,10,7,30,20,27
25.0,500.0,133.0,77.0,976.0,swarm,20,2,10,7,30,20,28
53.0,500.0,129.0,384.0,2688.0,swarm,20,2,10,7,30,20,29
32.0,500.0,85.0,145.0,2005.0,swarm,5,3,10,5,30,30,0
27.0,500.0,86.0,53.0,1867.0,swarm,5,3,10,5,30,30,1
34.0,500.0,84.0,19.0,2265.0,swarm,5,3,10,5,30,30,2
39.0,500.0,85.0,19.0,2186.0,swarm,5,3,10,5,30,30,3
9.0,500.0,87.0,10.0,334.0,swarm,5,3,10,5,30,30,4
16.0,500.0,86.0,2.0,813.0,swarm,5,3,10,5,30,30,5
28.0,500.0,83.0,250.0,1589.0,swarm,5,3,10,5,30,30,6
8.0,500.0,87.0,14.0,281.0,swarm,5,3,10,5,30,30,7
9.0,500.0,87.0,308.0,510.0,swarm,5,3,10,5,30,30,8
22.0,500.0,88.0,26.0,1286.0,swarm,5,3,10,5,30,30,9
28.0,500.0,84.0,34.0,1903.0,swarm,5,3,10,5,30,30,10
23.0,500.0,86.0,157.0,1678.0,swarm,5,3,10,5,30,30,11
17.0,500.0,86.0,11.0,1102.0,swarm,5,3,10,5,30,30,12
31.0,500.0,85.0,28.0,2196.0,swarm,5,3,10,5,30,30,13
24.0,500.0,84.0,358.0,1552.0,swarm,5,3,10,5,30,30,14
28.0,500.0,86.0,120.0,1923.0,swarm,5,3,10,5,30,30,15
20.0,500.0,87.0,415.0,996.0,swarm,5,3,10,5,30,30,16
25.0,500.0,85.0,14.0,1419.0,swarm,5,3,10,5,30,30,17
27.0,500.0,88.0,38.0,1685.0,swarm,5,3,10,5,30,30,18
5.0,500.0,86.0,12.0,179.0,swarm,5,3,10,5,30,30,19
29.0,500.0,87.0,69.0,1797.0,swarm,5,3,10,5,30,30,20
37.0,500.0,84.0,26.0,2117.0,swarm,5,3,10,5,30,30,21
34.0,500.0,83.0,63.0,2218.0,swarm,5,3,10,5,30,30,22
29.0,500.0,87.0,29.0,2095.0,swarm,5,3,10,5,30,30,23
14.0,500.0,87.0,41.0,787.0,swarm,5,3,10,5,30,30,24
7.0,500.0,86.0,20.0,273.0,swarm,5,3,10,5,30,30,25
34.0,500.0,82.0,73.0,2249.0,swarm,5,3,10,5,30,30,26
36.0,500.0,82.0,43.0,2345.0,swarm,5,3,10,5,30,30,27
10.0,500.0,87.0,10.0,427.0,swarm,5,3,10,5,30,30,28
34.0,500.0,84.0,24.0,2172.0,swarm,5,3,10,5,30,30,29
24.0,500.0,53.0,190.0,1466.0,swarm,10,3,5,3,40,20,0
33.0,500.0,52.0,327.0,3052.0,swarm,10,3,5,3,40,20,1
7.0,500.0,56.0,294.0,213.0,swarm,10,3,5,3,40,20,2
35.0,500.0,57.0,225.0,2156.0,swarm,10,3,5,3,40,20,3
22.0,500.0,57.0,364.0,1844.0,swarm,10,3,5,3,40,20,4
43.0,500.0,51.0,237.0,4175.0,swarm,10,3,5,3,40,20,5
19.0,500.0,58.0,207.0,1510.0,swarm,10,3,5,3,40,20,6
11.0,500.0,58.0,178.0,524.0,swarm,10,3,5,3,40,20,7
22.0,500.0,58.0,339.0,1483.0,swarm,10,3,5,3,40,20,8
17.0,500.0,60.0,195.0,1281.0,swarm,10,3,5,3,40,20,9
27.0,500.0,55.0,396.0,2106.0,swarm,10,3,5,3,40,20,10
19.0,500.0,56.0,67.0,899.0,swarm,10,3,5,3,40,20,11
12.0,500.0,52.0,267.0,581.0,swarm,10,3,5,3,40,20,12
3.0,500.0,56.0,584.0,91.0,swarm,10,3,5,3,40,20,13
26.0,500.0,58.0,273.0,3457.0,swarm,10,3,5,3,40,20,14
38.0,500.0,54.0,185.0,3234.0,swarm,10,3,5,3,40,20,15
19.0,500.0,46.0,149.0,2789.0,swarm,10,3,5,3,40,20,16
11.0,500.0,53.0,111.0,634.0,swarm,10,3,5,3,40,20,17
15.0,500.0,54.0,22.0,699.0,swarm,10,3,5,3,40,20,18
15.0,500.0,57.0,88.0,1003.0,swarm,10,3,5,3,40,20,19
39.0,500.0,53.0,111.0,3201.0,swarm,10,3,5,3,40,20,20
37.0,500.0,56.0,229.0,2413.0,swarm,10,3,5,3,40,20,21
24.0,500.0,55.0,264.0,1607.0,swarm,10,3,5,3,40,20,22
28.0,500.0,55.0,352.0,1921.0,swarm,10,3,5,3,40,20,23
39.0,500.0,58.0,186.0,3028.0,swarm,10,3,5,3,40,20,24
9.0,500.0,53.0,164.0,424.0,swarm,10,3,5,3,40,20,25
21.0,500.0,53.0,119.0,1168.0,swarm,10,3,5,3,40,20,26
27.0,500.0,53.0,435.0,1639.0,swarm,10,3,5,3,40,20,27
36.0,500.0,57.0,118.0,2400.0,swarm,10,3,5,3,40,20,28
52.0,500.0,50.0,142.0,3215.0,swarm,10,3,5,3,40,20,29
16.0,500.0,47.0,329.0,811.0,swarm,15,3,10,3,30,20,0
28.0,500.0,50.0,129.0,1426.0,swarm,15,3,10,3,30,20,1
26.0,500.0,48.0,590.0,2069.0,swarm,15,3,10,3,30,20,2
29.0,500.0,48.0,412.0,1981.0,swarm,15,3,10,3,30,20,3
10.0,500.0,49.0,1261.0,374.0,swarm,15,3,10,3,30,20,4
8.0,500.0,47.0,168.0,397.0,swarm,15,3,10,3,30,20,5
15.0,500.0,51.0,251.0,792.0,swarm,15,3,10,3,30,20,6
15.0,500.0,47.0,121.0,1161.0,swarm,15,3,10,3,30,20,7
13.0,500.0,52.0,353.0,496.0,swarm,15,3,10,3,30,20,8
23.0,500.0,51.0,102.0,1084.0,swarm,15,3,10,3,30,20,9
25.0,500.0,55.0,183.0,1900.0,swarm,15,3,10,3,30,20,10
23.0,500.0,53.0,707.0,1287.0,swarm,15,3,10,3,30,20,11
4.0,500.0,48.0,919.0,78.0,swarm,15,3,10,3,30,20,12
10.0,500.0,48.0,365.0,304.0,swarm,15,3,10,3,30,20,13
10.0,500.0,46.0,1425.0,327.0,swarm,15,3,10,3,30,20,14
6.0,500.0,48.0,626.0,261.0,swarm,15,3,10,3,30,20,15
32.0,500.0,50.0,585.0,2249.0,swarm,15,3,10,3,30,20,16
11.0,500.0,49.0,565.0,571.0,swarm,15,3,10,3,30,20,17
28.0,500.0,46.0,454.0,2471.0,swarm,15,3,10,3,30,20,18
9.0,500.0,50.0,819.0,323.0,swarm,15,3,10,3,30,20,19
16.0,500.0,42.0,520.0,674.0,swarm,15,3,10,3,30,20,20
20.0,500.0,50.0,320.0,986.0,swarm,15,3,10,3,30,20,21
8.0,500.0,47.0,400.0,365.0,swarm,15,3,10,3,30,20,22
19.0,500.0,49.0,284.0,875.0,swarm,15,3,10,3,30,20,23
12.0,500.0,50.0,443.0,761.0,swarm,15,3,10,3,30,20,24
11.0,500.0,49.0,862.0,525.0,swarm,15,3,10,3,30,20,25
5.0,500.0,46.0,1227.0,90.0,swarm,15,3,10,3,30,20,26
24.0,500.0,51.0,324.0,1657.0,swarm,15,3,10,3,30,20,27
25.0,500.0,53.0,192.0,1966.0,swarm,15,3,10,3,30,20,28
7.0,500.0,48.0,561.0,238.0,swarm,15,3,10,3,30,20,29
42.0,500.0,104.0,195.0,3744.0,swarm,10,1,5,7,30,30,0
30.0,500.0,105.0,185.0,2616.0,swarm,10,1,5,7,30,30,1
45.0,500.0,106.0,118.0,2885.0,swarm,10,1,5,7,30,30,2
7.0,500.0,105.0,200.0,386.0,swarm,10,1,5,7,30,30,3
32.0,500.0,109.0,165.0,3223.0,swarm,10,1,5,7,30,30,4
21.0,500.0,103.0,116.0,1021.0,swarm,10,1,5,7,30,30,5
9.0,500.0,104.0,191.0,352.0,swarm,10,1,5,7,30,30,6
7.0,500.0,108.0,705.0,360.0,swarm,10,1,5,7,30,30,7
43.0,500.0,107.0,111.0,2810.0,swarm,10,1,5,7,30,30,8
47.0,500.0,107.0,107.0,3620.0,swarm,10,1,5,7,30,30,9
22.0,500.0,108.0,346.0,1265.0,swarm,10,1,5,7,30,30,10
18.0,500.0,107.0,37.0,936.0,swarm,10,1,5,7,30,30,11
39.0,500.0,107.0,208.0,3629.0,swarm,10,1,5,7,30,30,12
42.0,500.0,103.0,168.0,3187.0,swarm,10,1,5,7,30,30,13
32.0,500.0,103.0,85.0,2881.0,swarm,10,1,5,7,30,30,14
24.0,500.0,113.0,290.0,1114.0,swarm,10,1,5,7,30,30,15
36.0,500.0,110.0,288.0,2703.0,swarm,10,1,5,7,30,30,16
11.0,500.0,107.0,30.0,567.0,swarm,10,1,5,7,30,30,17
27.0,500.0,104.0,48.0,1541.0,swarm,10,1,5,7,30,30,18
21.0,500.0,107.0,67.0,1122.0,swarm,10,1,5,7,30,30,19
37.0,500.0,108.0,60.0,2081.0,swarm,10,1,5,7,30,30,20
23.0,500.0,107.0,461.0,1214.0,swarm,10,1,5,7,30,30,21
51.0,500.0,106.0,216.0,3560.0,swarm,10,1,5,7,30,30,22
9.0,500.0,106.0,754.0,405.0,swarm,10,1,5,7,30,30,23
21.0,500.0,110.0,373.0,1402.0,swarm,10,1,5,7,30,30,24
46.0,500.0,104.0,154.0,3900.0,swarm,10,1,5,7,30,30,25
7.0,500.0,104.0,399.0,288.0,swarm,10,1,5,7,30,30,26
41.0,500.0,108.0,121.0,2607.0,swarm,10,1,5,7,30,30,27
16.0,500.0,113.0,486.0,810.0,swarm,10,1,5,7,30,30,28
31.0,500.0,109.0,296.0,2168.0,swarm,10,1,5,7,30,30,29
16.0,500.0,98.0,16.0,781.0,swarm,5,2,10,5,30,20,0
20.0,500.0,94.0,113.0,1393.0,swarm,5,2,10,5,30,20,1
29.0,500.0,95.0,99.0,2053.0,swarm,5,2,10,5,30,20,2
38.0,500.0,93.0,92.0,2259.0,swarm,5,2,10,5,30,20,3
11.0,500.0,97.0,87.0,569.0,swarm,5,2,10,5,30,20,4
25.0,500.0,97.0,88.0,1290.0,swarm,5,2,10,5,30,20,5
32.0,500.0,95.0,20.0,1720.0,swarm,5,2,10,5,30,20,6
22.0,500.0,95.0,11.0,1213.0,swarm,5,2,10,5,30,20,7
34.0,500.0,94.0,45.0,2200.0,swarm,5,2,10,5,30,20,8
21.0,500.0,96.0,26.0,1518.0,swarm,5,2,10,5,30,20,9
23.0,500.0,96.0,224.0,1210.0,swarm,5,2,10,5,30,20,10
1.0,500.0,97.0,153.0,28.0,swarm,5,2,10,5,30,20,11
38.0,500.0,93.0,28.0,2316.0,swarm,5,2,10,5,30,20,12
27.0,500.0,94.0,23.0,2189.0,swarm,5,2,10,5,30,20,13
29.0,500.0,96.0,209.0,1699.0,swarm,5,2,10,5,30,20,14
25.0,500.0,95.0,50.0,1307.0,swarm,5,2,10,5,30,20,15
34.0,500.0,96.0,32.0,1972.0,swarm,5,2,10,5,30,20,16
44.0,500.0,93.0,39.0,2333.0,swarm,5,2,10,5,30,20,17
22.0,500.0,96.0,347.0,1334.0,swarm,5,2,10,5,30,20,18
22.0,500.0,98.0,117.0,1291.0,swarm,5,2,10,5,30,20,19
24.0,500.0,95.0,404.0,986.0,swarm,5,2,10,5,30,20,20
22.0,500.0,97.0,99.0,1287.0,swarm,5,2,10,5,30,20,21
8.0,500.0,96.0,15.0,353.0,swarm,5,2,10,5,30,20,22
10.0,500.0,96.0,287.0,467.0,swarm,5,2,10,5,30,20,23
32.0,500.0,93.0,37.0,2156.0,swarm,5,2,10,5,30,20,24
27.0,500.0,96.0,203.0,1557.0,swarm,5,2,10,5,30,20,25
46.0,500.0,92.0,23.0,2363.0,swarm,5,2,10,5,30,20,26
31.0,500.0,94.0,150.0,2163.0,swarm,5,2,10,5,30,20,27
36.0,500.0,93.0,65.0,2327.0,swarm,5,2,10,5,30,20,28
6.0,500.0,98.0,10.0,233.0,swarm,5,2,10,5,30,20,29
22.0,500.0,29.0,198.0,2210.0,swarm,10,1,5,3,20,40,0
11.0,500.0,29.0,360.0,1182.0,swarm,10,1,5,3,20,40,1
2.0,500.0,28.0,197.0,64.0,swarm,10,1,5,3,20,40,2
4.0,500.0,27.0,458.0,159.0,swarm,10,1,5,3,20,40,3
4.0,500.0,25.0,496.0,225.0,swarm,10,1,5,3,20,40,4
6.0,500.0,26.0,149.0,278.0,swarm,10,1,5,3,20,40,5
5.0,500.0,27.0,557.0,337.0,swarm,10,1,5,3,20,40,6
20.0,500.0,25.0,121.0,2419.0,swarm,10,1,5,3,20,40,7
6.0,500.0,28.0,139.0,269.0,swarm,10,1,5,3,20,40,8
6.0,500.0,28.0,399.0,289.0,swarm,10,1,5,3,20,40,9
16.0,500.0,31.0,190.0,1538.0,swarm,10,1,5,3,20,40,10
7.0,500.0,28.0,155.0,325.0,swarm,10,1,5,3,20,40,11
6.0,500.0,28.0,36.0,226.0,swarm,10,1,5,3,20,40,12
10.0,500.0,26.0,161.0,838.0,swarm,10,1,5,3,20,40,13
3.0,500.0,28.0,409.0,118.0,swarm,10,1,5,3,20,40,14
10.0,500.0,29.0,176.0,593.0,swarm,10,1,5,3,20,40,15
2.0,500.0,28.0,49.0,75.0,swarm,10,1,5,3,20,40,16
20.0,500.0,27.0,360.0,1882.0,swarm,10,1,5,3,20,40,17
11.0,500.0,25.0,310.0,1002.0,swarm,10,1,5,3,20,40,18
6.0,500.0,28.0,17.0,245.0,swarm,10,1,5,3,20,40,19
2.0,500.0,28.0,315.0,63.0,swarm,10,1,5,3,20,40,20
25.0,500.0,23.0,131.0,2448.0,swarm,10,1,5,3,20,40,21
6.0,500.0,27.0,145.0,343.0,swarm,10,1,5,3,20,40,22
5.0,500.0,27.0,149.0,205.0,swarm,10,1,5,3,20,40,23
12.0,500.0,27.0,330.0,911.0,swarm,10,1,5,3,20,40,24
7.0,500.0,28.0,43.0,418.0,swarm,10,1,5,3,20,40,25
2.0,500.0,28.0,197.0,64.0,swarm,10,1,5,3,20,40,26
5.0,500.0,28.0,15.0,195.0,swarm,10,1,5,3,20,40,27
5.0,500.0,27.0,71.0,264.0,swarm,10,1,5,3,20,40,28
2.0,500.0,28.0,44.0,64.0,swarm,10,1,5,3,20,40,29
19.0,500.0,85.0,322.0,860.0,swarm,15,1,10,3,40,20,0
13.0,500.0,89.0,188.0,642.0,swarm,15,1,10,3,40,20,1
6.0,500.0,84.0,734.0,241.0,swarm,15,1,10,3,40,20,2
18.0,500.0,87.0,728.0,1191.0,swarm,15,1,10,3,40,20,3
40.0,500.0,78.0,164.0,2851.0,swarm,15,1,10,3,40,20,4
32.0,500.0,80.0,178.0,2328.0,swarm,15,1,10,3,40,20,5
43.0,500.0,86.0,367.0,3733.0,swarm,15,1,10,3,40,20,6
16.0,500.0,82.0,792.0,818.0,swarm,15,1,10,3,40,20,7
20.0,500.0,82.0,226.0,1741.0,swarm,15,1,10,3,40,20,8
15.0,500.0,85.0,169.0,754.0,swarm,15,1,10,3,40,20,9
24.0,500.0,86.0,163.0,1698.0,swarm,15,1,10,3,40,20,10
40.0,500.0,83.0,309.0,3742.0,swarm,15,1,10,3,40,20,11
22.0,500.0,83.0,347.0,1391.0,swarm,15,1,10,3,40,20,12
14.0,500.0,81.0,490.0,579.0,swarm,15,1,10,3,40,20,13
12.0,500.0,82.0,642.0,427.0,swarm,15,1,10,3,40,20,14
34.0,500.0,89.0,310.0,3141.0,swarm,15,1,10,3,40,20,15
44.0,500.0,82.0,314.0,4501.0,swarm,15,1,10,3,40,20,16
24.0,500.0,86.0,309.0,1874.0,swarm,15,1,10,3,40,20,17
43.0,500.0,83.0,411.0,3199.0,swarm,15,1,10,3,40,20,18
18.0,500.0,83.0,61.0,956.0,swarm,15,1,10,3,40,20,19
17.0,500.0,88.0,240.0,1374.0,swarm,15,1,10,3,40,20,20
18.0,500.0,89.0,118.0,915.0,swarm,15,1,10,3,40,20,21
22.0,500.0,88.0,504.0,1170.0,swarm,15,1,10,3,40,20,22
34.0,500.0,82.0,360.0,2006.0,swarm,15,1,10,3,40,20,23
16.0,500.0,83.0,372.0,701.0,swarm,15,1,10,3,40,20,24
37.0,500.0,86.0,231.0,2622.0,swarm,15,1,10,3,40,20,25
21.0,500.0,85.0,487.0,1286.0,swarm,15,1,10,3,40,20,26
38.0,500.0,83.0,347.0,3472.0,swarm,15,1,10,3,40,20,27
33.0,500.0,83.0,417.0,2654.0,swarm,15,1,10,3,40,20,28
14.0,500.0,79.0,601.0,968.0,swarm,15,1,10,3,40,20,29
31.0,500.0,53.0,431.0,1863.0,swarm,5,2,10,5,20,30,0
31.0,500.0,54.0,56.0,1705.0,swarm,5,2,10,5,20,30,1
9.0,500.0,56.0,20.0,317.0,swarm,5,2,10,5,20,30,2
32.0,500.0,52.0,439.0,1957.0,swarm,5,2,10,5,20,30,3
10.0,500.0,57.0,11.0,428.0,swarm,5,2,10,5,20,30,4
27.0,500.0,57.0,18.0,1456.0,swarm,5,2,10,5,20,30,5
21.0,500.0,57.0,4.0,928.0,swarm,5,2,10,5,20,30,6
9.0,500.0,57.0,440.0,392.0,swarm,5,2,10,5,20,30,7
42.0,500.0,53.0,30.0,2248.0,swarm,5,2,10,5,20,30,8
33.0,500.0,57.0,22.0,1394.0,swarm,5,2,10,5,20,30,9
30.0,500.0,55.0,25.0,1365.0,swarm,5,2,10,5,20,30,10
8.0,500.0,58.0,6.0,233.0,swarm,5,2,10,5,20,30,11
44.0,500.0,53.0,35.0,2217.0,swarm,5,2,10,5,20,30,12
25.0,500.0,56.0,116.0,1703.0,swarm,5,2,10,5,20,30,13
32.0,500.0,54.0,24.0,2218.0,swarm,5,2,10,5,20,30,14
22.0,500.0,57.0,335.0,1047.0,swarm,5,2,10,5,20,30,15
35.0,500.0,54.0,23.0,1617.0,swarm,5,2,10,5,20,30,16
35.0,500.0,56.0,122.0,1940.0,swarm,5,2,10,5,20,30,17
35.0,500.0,56.0,58.0,1973.0,swarm,5,2,10,5,20,30,18
18.0,500.0,57.0,96.0,1211.0,swarm,5,2,10,5,20,30,19
16.0,500.0,55.0,304.0,839.0,swarm,5,2,10,5,20,30,20
20.0,500.0,55.0,19.0,1010.0,swarm,5,2,10,5,20,30,21
21.0,500.0,56.0,195.0,1161.0,swarm,5,2,10,5,20,30,22
30.0,500.0,55.0,56.0,2035.0,swarm,5,2,10,5,20,30,23
39.0,500.0,54.0,29.0,2228.0,swarm,5,2,10,5,20,30,24
31.0,500.0,56.0,210.0,1737.0,swarm,5,2,10,5,20,30,25
7.0,500.0,56.0,62.0,301.0,swarm,5,2,10,5,20,30,26
44.0,500.0,54.0,39.0,2189.0,swarm,5,2,10,5,20,30,27
26.0,500.0,55.0,328.0,1239.0,swarm,5,2,10,5,20,30,28
36.0,500.0,53.0,73.0,2288.0,swarm,5,2,10,5,20,30,29
9.0,500.0,96.0,8.0,448.0,swarm,5,3,5,5,40,30,0
23.0,500.0,98.0,67.0,1416.0,swarm,5,3,5,5,40,30,1
5.0,500.0,98.0,11.0,216.0,swarm,5,3,5,5,40,30,2
30.0,500.0,96.0,42.0,2032.0,swarm,5,3,5,5,40,30,3
25.0,500.0,94.0,14.0,2336.0,swarm,5,3,5,5,40,30,4
22.0,500.0,94.0,98.0,1993.0,swarm,5,3,5,5,40,30,5
22.0,500.0,96.0,50.0,2072.0,swarm,5,3,5,5,40,30,6
29.0,500.0,94.0,32.0,2213.0,swarm,5,3,5,5,40,30,7
29.0,500.0,94.0,30.0,2199.0,swarm,5,3,5,5,40,30,8
15.0,500.0,98.0,6.0,763.0,swarm,5,3,5,5,40,30,9
14.0,500.0,97.0,281.0,823.0,swarm,5,3,5,5,40,30,10
29.0,500.0,95.0,45.0,2293.0,swarm,5,3,5,5,40,30,11
32.0,500.0,95.0,47.0,2093.0,swarm,5,3,5,5,40,30,12
31.0,500.0,93.0,186.0,2049.0,swarm,5,3,5,5,40,30,13
26.0,500.0,94.0,27.0,2113.0,swarm,5,3,5,5,40,30,14
18.0,500.0,96.0,152.0,1390.0,swarm,5,3,5,5,40,30,15
23.0,500.0,97.0,17.0,1502.0,swarm,5,3,5,5,40,30,16
16.0,500.0,97.0,25.0,1048.0,swarm,5,3,5,5,40,30,17
27.0,500.0,94.0,126.0,2146.0,swarm,5,3,5,5,40,30,18
8.0,500.0,97.0,296.0,425.0,swarm,5,3,5,5,40,30,19
29.0,500.0,94.0,30.0,2251.0,swarm,5,3,5,5,40,30,20
