total_deliveries,ticks,pendingtasks,collisions,total_task_steps,strategy,num_agents,shelf_edge_gap,aisle_interval,shelf_rows,width,height,iteration
27.0,500.0,44.0,436.0,1811.0,centralised,10,3,10,5,20,40,0
19.0,500.0,43.0,245.0,1451.0,centralised,10,3,10,5,20,40,1
40.0,500.0,37.0,169.0,4404.0,centralised,10,3,10,5,20,40,2
27.0,500.0,40.0,165.0,2497.0,centralised,10,3,10,5,20,40,3
18.0,500.0,44.0,189.0,1202.0,centralised,10,3,10,5,20,40,4
26.0,500.0,44.0,470.0,1391.0,centralised,10,3,10,5,20,40,5
50.0,500.0,41.0,190.0,3562.0,centralised,10,3,10,5,20,40,6
48.0,500.0,37.0,431.0,3899.0,centralised,10,3,10,5,20,40,7
35.0,500.0,41.0,377.0,2754.0,centralised,10,3,10,5,20,40,8
28.0,500.0,43.0,112.0,2572.0,centralised,10,3,10,5,20,40,9
7.0,500.0,43.0,15.0,274.0,centralised,10,3,10,5,20,40,10
55.0,500.0,38.0,183.0,4337.0,centralised,10,3,10,5,20,40,11
44.0,500.0,45.0,194.0,2778.0,centralised,10,3,10,5,20,40,12
32.0,500.0,42.0,129.0,2547.0,centralised,10,3,10,5,20,40,13
39.0,500.0,45.0,189.0,2312.0,centralised,10,3,10,5,20,40,14
24.0,500.0,40.0,319.0,1617.0,centralised,10,3,10,5,20,40,15
23.0,500.0,41.0,561.0,1429.0,centralised,10,3,10,5,20,40,16
47.0,500.0,40.0,373.0,3791.0,centralised,10,3,10,5,20,40,17
36.0,500.0,42.0,338.0,2582.0,centralised,10,3,10,5,20,40,18
42.0,500.0,43.0,285.0,2928.0,centralised,10,3,10,5,20,40,19
14.0,500.0,42.0,195.0,729.0,centralised,10,3,10,5,20,40,20
45.0,500.0,41.0,222.0,2724.0,centralised,10,3,10,5,20,40,21
35.0,500.0,41.0,638.0,1959.0,centralised,10,3,10,5,20,40,22
45.0,500.0,39.0,150.0,3668.0,centralised,10,3,10,5,20,40,23
38.0,500.0,41.0,71.0,2629.0,centralised,10,3,10,5,20,40,24
31.0,500.0,42.0,394.0,3204.0,centralised,10,3,10,5,20,40,25
43.0,500.0,43.0,393.0,3283.0,centralised,10,3,10,5,20,40,26
21.0,500.0,44.0,62.0,1053.0,centralised,10,3,10,5,20,40,27
19.0,500.0,40.0,24.0,958.0,centralised,10,3,10,5,20,40,28
23.0,500.0,41.0,34.0,1378.0,centralised,10,3,10,5,20,40,29
22.0,500.0,179.0,18.0,1623.0,centralised,5,3,10,7,40,30,0
24.0,500.0,177.0,258.0,1624.0,centralised,5,3,10,7,40,30,1
21.0,500.0,178.0,43.0,1683.0,centralised,5,3,10,7,40,30,2
11.0,500.0,178.0,16.0,512.0,centralised,5,3,10,7,40,30,3
27.0,500.0,176.0,48.0,2201.0,centralised,5,3,10,7,40,30,4
26.0,500.0,177.0,44.0,2092.0,centralised,5,3,10,7,40,30,5
29.0,500.0,177.0,28.0,2296.0,centralised,5,3,10,7,40,30,6
24.0,500.0,176.0,12.0,2040.0,centralised,5,3,10,7,40,30,7
19.0,500.0,178.0,29.0,1497.0,centralised,5,3,10,7,40,30,8
28.0,500.0,177.0,24.0,1909.0,centralised,5,3,10,7,40,30,9
22.0,500.0,179.0,13.0,1212.0,centralised,5,3,10,7,40,30,10
18.0,500.0,177.0,26.0,1616.0,centralised,5,3,10,7,40,30,11
35.0,500.0,176.0,16.0,2352.0,centralised,5,3,10,7,40,30,12
29.0,500.0,175.0,25.0,2243.0,centralised,5,3,10,7,40,30,13
31.0,500.0,177.0,13.0,2291.0,centralised,5,3,10,7,40,30,14
19.0,500.0,178.0,72.0,1877.0,centralised,5,3,10,7,40,30,15
19.0,500.0,178.0,30.0,1461.0,centralised,5,3,10,7,40,30,16
12.0,500.0,178.0,8.0,833.0,centralised,5,3,10,7,40,30,17
18.0,500.0,179.0,229.0,1124.0,centralised,5,3,10,7,40,30,18
19.0,500.0,179.0,60.0,1326.0,centralised,5,3,10,7,40,30,19
16.0,500.0,178.0,217.0,1083.0,centralised,5,3,10,7,40,30,20
28.0,500.0,176.0,17.0,2175.0,centralised,5,3,10,7,40,30,21
23.0,500.0,178.0,8.0,1288.0,centralised,5,3,10,7,40,30,22
29.0,500.0,178.0,52.0,2086.0,centralised,5,3,10,7,40,30,23
20.0,500.0,177.0,94.0,1619.0,centralised,5,3,10,7,40,30,24
3.0,500.0,178.0,3.0,60.0,centralised,5,3,10,7,40,30,25
30.0,500.0,176.0,30.0,2211.0,centralised,5,3,10,7,40,30,26
14.0,500.0,177.0,493.0,978.0,centralised,5,3,10,7,40,30,27
28.0,500.0,178.0,23.0,2080.0,centralised,5,3,10,7,40,30,28
26.0,500.0,176.0,21.0,2278.0,centralised,5,3,10,7,40,30,29
47.0,500.0,41.0,45.0,2351.0,centralised,5,1,5,3,30,20,0
8.0,500.0,45.0,18.0,260.0,centralised,5,1,5,3,30,20,1
31.0,500.0,43.0,23.0,1572.0,centralised,5,1,5,3,30,20,2
46.0,500.0,41.0,30.0,2271.0,centralised,5,1,5,3,30,20,3
5.0,500.0,44.0,26.0,154.0,centralised,5,1,5,3,30,20,4
23.0,500.0,44.0,172.0,1270.0,centralised,5,1,5,3,30,20,5
25.0,500.0,43.0,81.0,1330.0,centralised,5,1,5,3,30,20,6
36.0,500.0,43.0,38.0,1812.0,centralised,5,1,5,3,30,20,7
39.0,500.0,44.0,192.0,2016.0,centralised,5,1,5,3,30,20,8
21.0,500.0,44.0,178.0,1046.0,centralised,5,1,5,3,30,20,9
31.0,500.0,41.0,39.0,1469.0,centralised,5,1,5,3,30,20,10
37.0,500.0,42.0,87.0,2029.0,centralised,5,1,5,3,30,20,11
12.0,500.0,43.0,12.0,471.0,centralised,5,1,5,3,30,20,12
21.0,500.0,43.0,13.0,1396.0,centralised,5,1,5,3,30,20,13
7.0,500.0,45.0,6.0,291.0,centralised,5,1,5,3,30,20,14
6.0,500.0,44.0,7.0,168.0,centralised,5,1,5,3,30,20,15
31.0,500.0,44.0,13.0,1287.0,centralised,5,1,5,3,30,20,16
48.0,500.0,40.0,37.0,2379.0,centralised,5,1,5,3,30,20,17
44.0,500.0,37.0,27.0,2350.0,centralised,5,1,5,3,30,20,18
9.0,500.0,44.0,7.0,390.0,centralised,5,1,5,3,30,20,19
42.0,500.0,41.0,48.0,2318.0,centralised,5,1,5,3,30,20,20
18.0,500.0,42.0,28.0,901.0,centralised,5,1,5,3,30,20,21
11.0,500.0,44.0,270.0,538.0,centralised,5,1,5,3,30,20,22
42.0,500.0,41.0,38.0,2282.0,centralised,5,1,5,3,30,20,23
18.0,500.0,45.0,231.0,762.0,centralised,5,1,5,3,30,20,24
3.0,500.0,45.0,4.0,60.0,centralised,5,1,5,3,30,20,25
43.0,500.0,42.0,38.0,2264.0,centralised,5,1,5,3,30,20,26
41.0,500.0,44.0,37.0,2208.0,centralised,5,1,5,3,30,20,27
38.0,500.0,44.0,67.0,2051.0,centralised,5,1,5,3,30,20,28
24.0,500.0,46.0,33.0,1155.0,centralised,5,1,5,3,30,20,29
36.0,500.0,146.0,259.0,2927.0,centralised,10,1,10,7,30,40,0
39.0,500.0,143.0,151.0,4010.0,centralised,10,1,10,7,30,40,1
42.0,500.0,146.0,442.0,3311.0,centralised,10,1,10,7,30,40,2
46.0,500.0,142.0,194.0,3888.0,centralised,10,1,10,7,30,40,3
47.0,500.0,145.0,168.0,3757.0,centralised,10,1,10,7,30,40,4
39.0,500.0,148.0,200.0,3068.0,centralised,10,1,10,7,30,40,5
34.0,500.0,148.0,153.0,2353.0,centralised,10,1,10,7,30,40,6
46.0,500.0,141.0,96.0,3845.0,centralised,10,1,10,7,30,40,7
17.0,500.0,145.0,306.0,1317.0,centralised,10,1,10,7,30,40,8
24.0,500.0,148.0,235.0,1646.0,centralised,10,1,10,7,30,40,9
26.0,500.0,145.0,485.0,1679.0,centralised,10,1,10,7,30,40,10
32.0,500.0,146.0,57.0,2766.0,centralised,10,1,10,7,30,40,11
21.0,500.0,148.0,135.0,1195.0,centralised,10,1,10,7,30,40,12
45.0,500.0,150.0,125.0,2859.0,centralised,10,1,10,7,30,40,13
38.0,500.0,148.0,196.0,2957.0,centralised,10,1,10,7,30,40,14
46.0,500.0,145.0,227.0,3991.0,centralised,10,1,10,7,30,40,15
22.0,500.0,147.0,612.0,1275.0,centralised,10,1,10,7,30,40,16
37.0,500.0,148.0,105.0,2452.0,centralised,10,1,10,7,30,40,17
46.0,500.0,146.0,268.0,3140.0,centralised,10,1,10,7,30,40,18
30.0,500.0,146.0,75.0,1928.0,centralised,10,1,10,7,30,40,19
50.0,500.0,145.0,172.0,3911.0,centralised,10,1,10,7,30,40,20
45.0,500.0,143.0,87.0,3840.0,centralised,10,1,10,7,30,40,21
30.0,500.0,143.0,292.0,2846.0,centralised,10,1,10,7,30,40,22
28.0,500.0,145.0,364.0,2411.0,centralised,10,1,10,7,30,40,23
47.0,500.0,144.0,101.0,4104.0,centralised,10,1,10,7,30,40,24
25.0,500.0,145.0,513.0,1870.0,centralised,10,1,10,7,30,40,25
23.0,500.0,146.0,106.0,1533.0,centralised,10,1,10,7,30,40,26
12.0,500.0,147.0,58.0,718.0,centralised,10,1,10,7,30,40,27
59.0,500.0,146.0,295.0,3699.0,centralised,10,1,10,7,30,40,28
25.0,500.0,146.0,316.0,1562.0,centralised,10,1,10,7,30,40,29
36.0,500.0,68.0,304.0,2691.0,centralised,20,1,5,5,30,30,0
72.0,500.0,69.0,555.0,6060.0,centralised,20,1,5,5,30,30,1
65.0,500.0,62.0,489.0,5640.0,centralised,20,1,5,5,30,30,2
75.0,500.0,63.0,379.0,5925.0,centralised,20,1,5,5,30,30,3
14.0,500.0,65.0,115.0,673.0,centralised,20,1,5,5,30,30,4
61.0,500.0,65.0,620.0,5129.0,centralised,20,1,5,5,30,30,5
36.0,500.0,68.0,499.0,2343.0,centralised,20,1,5,5,30,30,6
47.0,500.0,61.0,596.0,3277.0,centralised,20,1,5,5,30,30,7
29.0,500.0,63.0,138.0,1580.0,centralised,20,1,5,5,30,30,8
61.0,500.0,68.0,325.0,3743.0,centralised,20,1,5,5,30,30,9
51.0,500.0,68.0,609.0,2961.0,centralised,20,1,5,5,30,30,10
75.0,500.0,70.0,487.0,6333.0,centralised,20,1,5,5,30,30,11
43.0,500.0,66.0,534.0,2586.0,centralised,20,1,5,5,30,30,12
20.0,500.0,68.0,119.0,928.0,centralised,20,1,5,5,30,30,13
70.0,500.0,64.0,505.0,5553.0,centralised,20,1,5,5,30,30,14
56.0,500.0,66.0,443.0,4890.0,centralised,20,1,5,5,30,30,15
58.0,500.0,67.0,358.0,4017.0,centralised,20,1,5,5,30,30,16
27.0,500.0,65.0,482.0,1485.0,centralised,20,1,5,5,30,30,17
67.0,500.0,64.0,458.0,5143.0,centralised,20,1,5,5,30,30,18
46.0,500.0,66.0,573.0,2586.0,centralised,20,1,5,5,30,30,19
64.0,500.0,64.0,409.0,4881.0,centralised,20,1,5,5,30,30,20
43.0,500.0,64.0,694.0,3139.0,centralised,20,1,5,5,30,30,21
46.0,500.0,65.0,304.0,2767.0,centralised,20,1,5,5,30,30,22
49.0,500.0,68.0,201.0,2700.0,centralised,20,1,5,5,30,30,23
52.0,500.0,65.0,357.0,4060.0,centralised,20,1,5,5,30,30,24
79.0,500.0,66.0,606.0,6090.0,centralised,20,1,5,5,30,30,25
67.0,500.0,64.0,443.0,4686.0,centralised,20,1,5,5,30,30,26
33.0,500.0,65.0,527.0,1464.0,centralised,20,1,5,5,30,30,27
35.0,500.0,61.0,548.0,2447.0,centralised,20,1,5,5,30,30,28
74.0,500.0,63.0,733.0,5232.0,centralised,20,1,5,5,30,30,29
23.0,500.0,68.0,331.0,2197.0,centralised,10,3,10,3,40,40,0
38.0,500.0,69.0,208.0,3394.0,centralised,10,3,10,3,40,40,1
46.0,500.0,67.0,135.0,4139.0,centralised,10,3,10,3,40,40,2
19.0,500.0,73.0,155.0,1902.0,centralised,10,3,10,3,40,40,3
33.0,500.0,68.0,178.0,3960.0,centralised,10,3,10,3,40,40,4
39.0,500.0,70.0,576.0,2950.0,centralised,10,3,10,3,40,40,5
37.0,500.0,70.0,210.0,3609.0,centralised,10,3,10,3,40,40,6
46.0,500.0,68.0,115.0,4344.0,centralised,10,3,10,3,40,40,7
27.0,500.0,65.0,694.0,3309.0,centralised,10,3,10,3,40,40,8
21.0,500.0,69.0,97.0,2344.0,centralised,10,3,10,3,40,40,9
20.0,500.0,68.0,55.0,1677.0,centralised,10,3,10,3,40,40,10
20.0,500.0,69.0,165.0,2226.0,centralised,10,3,10,3,40,40,11
27.0,500.0,67.0,51.0,2094.0,centralised,10,3,10,3,40,40,12
19.0,500.0,70.0,96.0,1471.0,centralised,10,3,10,3,40,40,13
32.0,500.0,70.0,210.0,3387.0,centralised,10,3,10,3,40,40,14
21.0,500.0,74.0,165.0,1637.0,centralised,10,3,10,3,40,40,15
30.0,500.0,71.0,176.0,2652.0,centralised,10,3,10,3,40,40,16
29.0,500.0,68.0,36.0,2179.0,centralised,10,3,10,3,40,40,17
26.0,500.0,73.0,235.0,2573.0,centralised,10,3,10,3,40,40,18
39.0,500.0,66.0,98.0,3843.0,centralised,10,3,10,3,40,40,19
36.0,500.0,70.0,134.0,3840.0,centralised,10,3,10,3,40,40,20
23.0,500.0,69.0,55.0,1817.0,centralised,10,3,10,3,40,40,21
33.0,500.0,71.0,455.0,2999.0,centralised,10,3,10,3,40,40,22
24.0,500.0,68.0,361.0,1938.0,centralised,10,3,10,3,40,40,23
22.0,500.0,71.0,369.0,1564.0,centralised,10,3,10,3,40,40,24
26.0,500.0,72.0,109.0,1684.0,centralised,10,3,10,3,40,40,25
27.0,500.0,71.0,56.0,2229.0,centralised,10,3,10,3,40,40,26
46.0,500.0,68.0,137.0,4154.0,centralised,10,3,10,3,40,40,27
26.0,500.0,70.0,33.0,1660.0,centralised,10,3,10,3,40,40,28
21.0,500.0,71.0,282.0,1895.0,centralised,10,3,10,3,40,40,29
43.0,500.0,64.0,44.0,2283.0,centralised,5,1,5,7,20,20,0
34.0,500.0,64.0,71.0,2282.0,centralised,5,1,5,7,20,20,1
30.0,500.0,65.0,48.0,2078.0,centralised,5,1,5,7,20,20,2
7.0,500.0,68.0,9.0,218.0,centralised,5,1,5,7,20,20,3
21.0,500.0,67.0,142.0,990.0,centralised,5,1,5,7,20,20,4
33.0,500.0,62.0,123.0,1880.0,centralised,5,1,5,7,20,20,5
14.0,500.0,68.0,8.0,462.0,centralised,5,1,5,7,20,20,6
33.0,500.0,64.0,234.0,2038.0,centralised,5,1,5,7,20,20,7
34.0,500.0,65.0,161.0,1969.0,centralised,5,1,5,7,20,20,8
43.0,500.0,65.0,43.0,2212.0,centralised,5,1,5,7,20,20,9
24.0,500.0,67.0,29.0,1044.0,centralised,5,1,5,7,20,20,10
5.0,500.0,67.0,446.0,115.0,centralised,5,1,5,7,20,20,11
49.0,500.0,61.0,61.0,2281.0,centralised,5,1,5,7,20,20,12
7.0,500.0,66.0,8.0,261.0,centralised,5,1,5,7,20,20,13
24.0,500.0,66.0,48.0,1435.0,centralised,5,1,5,7,20,20,14
46.0,500.0,62.0,42.0,2256.0,centralised,5,1,5,7,20,20,15
11.0,500.0,69.0,7.0,313.0,centralised,5,1,5,7,20,20,16
29.0,500.0,66.0,64.0,1496.0,centralised,5,1,5,7,20,20,17
37.0,500.0,64.0,286.0,1511.0,centralised,5,1,5,7,20,20,18
24.0,500.0,66.0,124.0,1353.0,centralised,5,1,5,7,20,20,19
44.0,500.0,64.0,37.0,2000.0,centralised,5,1,5,7,20,20,20
29.0,500.0,65.0,149.0,1295.0,centralised,5,1,5,7,20,20,21
47.0,500.0,63.0,36.0,2339.0,centralised,5,1,5,7,20,20,22
43.0,500.0,63.0,93.0,2186.0,centralised,5,1,5,7,20,20,23
35.0,500.0,65.0,84.0,1606.0,centralised,5,1,5,7,20,20,24
15.0,500.0,65.0,323.0,652.0,centralised,5,1,5,7,20,20,25
31.0,500.0,63.0,198.0,1405.0,centralised,5,1,5,7,20,20,26
33.0,500.0,66.0,339.0,1218.0,centralised,5,1,5,7,20,20,27
26.0,500.0,65.0,286.0,1397.0,centralised,5,1,5,7,20,20,28
34.0,500.0,65.0,77.0,1735.0,centralised,5,1,5,7,20,20,29
22.0,500.0,19.0,17.0,990.0,centralised,5,3,5,3,20,20,0
5.0,500.0,20.0,11.0,179.0,centralised,5,3,5,3,20,20,1
20.0,500.0,22.0,21.0,1047.0,centralised,5,3,5,3,20,20,2
39.0,500.0,19.0,76.0,1914.0,centralised,5,3,5,3,20,20,3
38.0,500.0,15.0,236.0,2174.0,centralised,5,3,5,3,20,20,4
15.0,500.0,19.0,17.0,709.0,centralised,5,3,5,3,20,20,5
32.0,500.0,16.0,76.0,2218.0,centralised,5,3,5,3,20,20,6
17.0,500.0,21.0,23.0,688.0,centralised,5,3,5,3,20,20,7
49.0,500.0,18.0,66.0,2222.0,centralised,5,3,5,3,20,20,8
40.0,500.0,18.0,36.0,2116.0,centralised,5,3,5,3,20,20,9
31.0,500.0,17.0,15.0,1217.0,centralised,5,3,5,3,20,20,10
17.0,500.0,21.0,316.0,757.0,centralised,5,3,5,3,20,20,11
53.0,500.0,16.0,68.0,2225.0,centralised,5,3,5,3,20,20,12
42.0,500.0,18.0,76.0,2032.0,centralised,5,3,5,3,20,20,13
53.0,500.0,16.0,50.0,2283.0,centralised,5,3,5,3,20,20,14
34.0,500.0,17.0,30.0,1412.0,centralised,5,3,5,3,20,20,15
52.0,500.0,20.0,62.0,2240.0,centralised,5,3,5,3,20,20,16
35.0,500.0,17.0,52.0,2180.0,centralised,5,3,5,3,20,20,17
20.0,500.0,21.0,163.0,710.0,centralised,5,3,5,3,20,20,18
48.0,500.0,17.0,25.0,2258.0,centralised,5,3,5,3,20,20,19
12.0,500.0,20.0,14.0,388.0,centralised,5,3,5,3,20,20,20
44.0,500.0,18.0,49.0,2232.0,centralised,5,3,5,3,20,20,21
49.0,500.0,17.0,28.0,2086.0,centralised,5,3,5,3,20,20,22
53.0,500.0,15.0,30.0,2364.0,centralised,5,3,5,3,20,20,23
44.0,500.0,16.0,55.0,2337.0,centralised,5,3,5,3,20,20,24
54.0,500.0,15.0,37.0,2328.0,centralised,5,3,5,3,20,20,25
36.0,500.0,19.0,124.0,1784.0,centralised,5,3,5,3,20,20,26
39.0,500.0,18.0,147.0,2047.0,centralised,5,3,5,3,20,20,27
39.0,500.0,19.0,27.0,1386.0,centralised,5,3,5,3,20,20,28
40.0,500.0,17.0,18.0,1680.0,centralised,5,3,5,3,20,20,29
24.0,500.0,62.0,459.0,1261.0,centralised,10,3,5,5,30,30,0
25.0,500.0,62.0,39.0,1917.0,centralised,10,3,5,5,30,30,1
32.0,500.0,61.0,96.0,2370.0,centralised,10,3,5,5,30,30,2
36.0,500.0,62.0,120.0,1906.0,centralised,10,3,5,5,30,30,3
39.0,500.0,63.0,119.0,3871.0,centralised,10,3,5,5,30,30,4
33.0,500.0,63.0,172.0,3351.0,centralised,10,3,5,5,30,30,5
27.0,500.0,65.0,279.0,2655.0,centralised,10,3,5,5,30,30,6
57.0,500.0,59.0,174.0,4297.0,centralised,10,3,5,5,30,30,7
39.0,500.0,61.0,87.0,2639.0,centralised,10,3,5,5,30,30,8
38.0,500.0,58.0,340.0,3724.0,centralised,10,3,5,5,30,30,9
34.0,500.0,59.0,421.0,2822.0,centralised,10,3,5,5,30,30,10
25.0,500.0,63.0,443.0,1310.0,centralised,10,3,5,5,30,30,11
52.0,500.0,63.0,308.0,4098.0,centralised,10,3,5,5,30,30,12
31.0,500.0,62.0,125.0,2258.0,centralised,10,3,5,5,30,30,13
43.0,500.0,59.0,308.0,3145.0,centralised,10,3,5,5,30,30,14
17.0,500.0,63.0,89.0,847.0,centralised,10,3,5,5,30,30,15
45.0,500.0,62.0,150.0,3006.0,centralised,10,3,5,5,30,30,16
36.0,500.0,61.0,198.0,2580.0,centralised,10,3,5,5,30,30,17
20.0,500.0,64.0,554.0,1392.0,centralised,10,3,5,5,30,30,18
23.0,500.0,63.0,478.0,1141.0,centralised,10,3,5,5,30,30,19
64.0,500.0,59.0,152.0,4231.0,centralised,10,3,5,5,30,30,20
53.0,500.0,60.0,63.0,2968.0,centralised,10,3,5,5,30,30,21
42.0,500.0,63.0,134.0,3668.0,centralised,10,3,5,5,30,30,22
34.0,500.0,59.0,66.0,1670.0,centralised,10,3,5,5,30,30,23
19.0,500.0,60.0,290.0,1611.0,centralised,10,3,5,5,30,30,24
37.0,500.0,64.0,156.0,2396.0,centralised,10,3,5,5,30,30,25
42.0,500.0,60.0,58.0,2450.0,centralised,10,3,5,5,30,30,26
20.0,500.0,61.0,529.0,1698.0,centralised,10,3,5,5,30,30,27
20.0,500.0,64.0,110.0,1538.0,centralised,10,3,5,5,30,30,28
12.0,500.0,63.0,208.0,570.0,centralised,10,3,5,5,30,30,29
67.0,500.0,63.0,516.0,7245.0,centralised,20,2,10,7,20,40,0
86.0,500.0,67.0,669.0,7271.0,centralised,20,2,10,7,20,40,1
55.0,500.0,63.0,581.0,5617.0,centralised,20,2,10,7,20,40,2
69.0,500.0,70.0,710.0,5075.0,centralised,20,2,10,7,20,40,3
42.0,500.0,73.0,1280.0,2879.0,centralised,20,2,10,7,20,40,4
77.0,500.0,61.0,590.0,6632.0,centralised,20,2,10,7,20,40,5
33.0,500.0,70.0,381.0,3049.0,centralised,20,2,10,7,20,40,6
63.0,500.0,69.0,473.0,5665.0,centralised,20,2,10,7,20,40,7
20.0,500.0,74.0,261.0,1188.0,centralised,20,2,10,7,20,40,8
66.0,500.0,67.0,393.0,5366.0,centralised,20,2,10,7,20,40,9
50.0,500.0,68.0,383.0,5896.0,centralised,20,2,10,7,20,40,10
63.0,500.0,72.0,713.0,5499.0,centralised,20,2,10,7,20,40,11
33.0,500.0,67.0,388.0,2641.0,centralised,20,2,10,7,20,40,12
35.0,500.0,70.0,553.0,3620.0,centralised,20,2,10,7,20,40,13
34.0,500.0,71.0,748.0,2597.0,centralised,20,2,10,7,20,40,14
54.0,500.0,69.0,542.0,4679.0,centralised,20,2,10,7,20,40,15
60.0,500.0,71.0,984.0,5016.0,centralised,20,2,10,7,20,40,16
47.0,500.0,71.0,330.0,3144.0,centralised,20,2,10,7,20,40,17
35.0,500.0,74.0,689.0,2536.0,centralised,20,2,10,7,20,40,18
35.0,500.0,74.0,600.0,2441.0,centralised,20,2,10,7,20,40,19
88.0,500.0,73.0,759.0,6968.0,centralised,20,2,10,7,20,40,20
73.0,500.0,70.0,451.0,5408.0,centralised,20,2,10,7,20,40,21
89.0,500.0,67.0,511.0,6949.0,centralised,20,2,10,7,20,40,22
54.0,500.0,65.0,353.0,5312.0,centralised,20,2,10,7,20,40,23
64.0,500.0,71.0,280.0,6032.0,centralised,20,2,10,7,20,40,24
43.0,500.0,69.0,448.0,4139.0,centralised,20,2,10,7,20,40,25
73.0,500.0,65.0,509.0,5427.0,centralised,20,2,10,7,20,40,26
60.0,500.0,65.0,364.0,4760.0,centralised,20,2,10,7,20,40,27
33.0,500.0,70.0,389.0,3649.0,centralised,20,2,10,7,20,40,28
34.0,500.0,73.0,533.0,2302.0,centralised,20,2,10,7,20,40,29
43.0,500.0,37.0,203.0,2901.0,centralised,10,2,5,3,30,20,0
18.0,500.0,39.0,105.0,1066.0,centralised,10,2,5,3,30,20,1
36.0,500.0,39.0,158.0,2191.0,centralised,10,2,5,3,30,20,2
19.0,500.0,38.0,584.0,862.0,centralised,10,2,5,3,30,20,3
27.0,500.0,39.0,381.0,1384.0,centralised,10,2,5,3,30,20,4
32.0,500.0,39.0,68.0,1949.0,centralised,10,2,5,3,30,20,5
25.0,500.0,38.0,34.0,1457.0,centralised,10,2,5,3,30,20,6
68.0,500.0,32.0,97.0,3269.0,centralised,10,2,5,3,30,20,7
61.0,500.0,33.0,250.0,3137.0,centralised,10,2,5,3,30,20,8
34.0,500.0,37.0,280.0,2296.0,centralised,10,2,5,3,30,20,9
57.0,500.0,35.0,191.0,3646.0,centralised,10,2,5,3,30,20,10
27.0,500.0,37.0,472.0,1476.0,centralised,10,2,5,3,30,20,11
63.0,500.0,35.0,112.0,4043.0,centralised,10,2,5,3,30,20,12
33.0,500.0,35.0,74.0,2078.0,centralised,10,2,5,3,30,20,13
37.0,500.0,35.0,850.0,2379.0,centralised,10,2,5,3,30,20,14
40.0,500.0,37.0,71.0,2420.0,centralised,10,2,5,3,30,20,15
64.0,500.0,36.0,223.0,3395.0,centralised,10,2,5,3,30,20,16
49.0,500.0,34.0,95.0,2603.0,centralised,10,2,5,3,30,20,17
36.0,500.0,39.0,148.0,2348.0,centralised,10,2,5,3,30,20,18
23.0,500.0,35.0,50.0,1095.0,centralised,10,2,5,3,30,20,19
54.0,500.0,35.0,94.0,3603.0,centralised,10,2,5,3,30,20,20
36.0,500.0,37.0,294.0,1777.0,centralised,10,2,5,3,30,20,21
60.0,500.0,32.0,273.0,4210.0,centralised,10,2,5,3,30,20,22
44.0,500.0,38.0,374.0,2333.0,centralised,10,2,5,3,30,20,23
35.0,500.0,35.0,392.0,1625.0,centralised,10,2,5,3,30,20,24
48.0,500.0,33.0,270.0,3405.0,centralised,10,2,5,3,30,20,25
17.0,500.0,37.0,851.0,863.0,centralised,10,2,5,3,30,20,26
41.0,500.0,38.0,181.0,2306.0,centralised,10,2,5,3,30,20,27
13.0,500.0,38.0,46.0,493.0,centralised,10,2,5,3,30,20,28
43.0,500.0,32.0,353.0,3458.0,centralised,10,2,5,3,30,20,29
44.0,500.0,197.0,576.0,3791.0,centralised,15,1,10,7,40,20,0
48.0,500.0,201.0,472.0,3134.0,centralised,15,1,10,7,40,20,1
19.0,500.0,201.0,660.0,962.0,centralised,15,1,10,7,40,20,2
65.0,500.0,193.0,467.0,5681.0,centralised,15,1,10,7,40,20,3
70.0,500.0,192.0,362.0,5089.0,centralised,15,1,10,7,40,20,4
59.0,500.0,200.0,544.0,3484.0,centralised,15,1,10,7,40,20,5
52.0,500.0,196.0,368.0,4748.0,centralised,15,1,10,7,40,20,6
70.0,500.0,198.0,441.0,4895.0,centralised,15,1,10,7,40,20,7
59.0,500.0,197.0,370.0,4593.0,centralised,15,1,10,7,40,20,8
72.0,500.0,198.0,314.0,5283.0,centralised,15,1,10,7,40,20,9
59.0,500.0,195.0,220.0,4947.0,centralised,15,1,10,7,40,20,10
63.0,500.0,196.0,363.0,5040.0,centralised,15,1,10,7,40,20,11
24.0,500.0,199.0,557.0,1493.0,centralised,15,1,10,7,40,20,12
64.0,500.0,196.0,468.0,4568.0,centralised,15,1,10,7,40,20,13
71.0,500.0,201.0,328.0,4924.0,centralised,15,1,10,7,40,20,14
78.0,500.0,198.0,331.0,4929.0,centralised,15,1,10,7,40,20,15
33.0,500.0,198.0,656.0,1861.0,centralised,15,1,10,7,40,20,16
35.0,500.0,195.0,604.0,3041.0,centralised,15,1,10,7,40,20,17
65.0,500.0,196.0,368.0,4353.0,centralised,15,1,10,7,40,20,18
72.0,500.0,195.0,387.0,5335.0,centralised,15,1,10,7,40,20,19
69.0,500.0,198.0,481.0,4547.0,centralised,15,1,10,7,40,20,20
53.0,500.0,200.0,539.0,4192.0,centralised,15,1,10,7,40,20,21
38.0,500.0,198.0,281.0,2088.0,centralised,15,1,10,7,40,20,22
72.0,500.0,198.0,595.0,4204.0,centralised,15,1,10,7,40,20,23
43.0,500.0,200.0,411.0,2831.0,centralised,15,1,10,7,40,20,24
68.0,500.0,196.0,499.0,4602.0,centralised,15,1,10,7,40,20,25
36.0,500.0,206.0,504.0,2279.0,centralised,15,1,10,7,40,20,26
68.0,500.0,192.0,328.0,5886.0,centralised,15,1,10,7,40,20,27
